name,brand,rating,price_bdt,release_year,os,display_inches,camera_megapixel,ram_gb,battery_mah
Ulefone Armor 27T Pro,Ulefone,7.6,40000.0,"2024, August 1",Android 14,6.78,64,12,10600.0
Nothing Phone (2a) Plus,Nothing,7.9,38000.0,"2024, August 3",Android 14,6.7,50,8,5000.0
Nio Phone 2,NIO,8.8,110000.0,"2024, September 27",,6.82,50,3,5020.0
Realme 13 Pro+,Realme,8.0,42000.0,"2024, August 06",Android 14,6.7,50,2,5200.0
Realme 13 Pro,Realme,7.5,33000.0,"2024, August 06",Android 14,6.7,50,2,5200.0
Honor X60i,Honor,7.0,25000.0,"2024, August 11",Android 14,6.7,50,8,5000.0
Oppo K12x,Oppo,7.5,20000.0,"2024, August 02",Android 14,6.67,32,6,5100.0
Oppo K12x (China),Oppo,7.1,25000.0,"2024, May 20",Android 14,6.67,50,5,5500.0
Vivo Y37m,Vivo,5.6,33000.0,"2024, July",Android 14,6.56,13,4,5000.0
Vivo Y37,Vivo,6.8,38000.0,"2024, August",Android 14,6.56,13,4,5000.0
Vivo Y18i,Vivo,5.5,12000.0,"2024, August 23",Android 14,6.56,13,4,5000.0
Oukitel WP28 S,Oukitel,5.8,0.0,"2024, August",Android 14,6.52,13,4,10600.0
Oukitel WP28 E,Oukitel,6.1,0.0,"2024, August",Android 14,6.52,13,4,10600.0
Oukitel C53,Oukitel,5.3,20000.0,"2024, June",Android 14,6.6,13,4,4000.0
Tecno Camon 30S Pro,Tecno,7.4,0.0,"2024, August",Android 14,6.78,50,8,5000.0
HMD Crest Max,HMD,5.8,25000.0,"2024, August 07",Android 14,6.67,64,8,5000.0
HMD Crest,HMD,5.0,25000.0,"2024, August 07",Android 14,6.67,50,6,5000.0
Realme Narzo N61,Realme,5.8,12000.0,"2024, August 06",Android 14,6.74,32,4,5000.0
Oppo A3x (China),Oppo,6.1,20000.0,"2024, August",Android 14,6.67,32,6,5100.0
ZTE nubia Z60S Pro,ZTE,8.3,53000.0,"2024, August 12",Android 14,6.8,50,2,5100.0
ZTE nubia Z60 Ultra Leading,ZTE,8.8,95000.0,"2024, August 12",Android 14,6.8,64,3,6000.0
Xiaomi Redmi K70 Ultra,Xiaomi,8.5,45000.0,"2024, July 19",Android 14,6.67,50,12,5500.0
Xiaomi Mix Fold 4,Xiaomi,9.1,165000.0,"2024, July 19",Android 14,7.98,50,3,5100.0
HMD Skyline,HMD,8.3,60000.0,"2024, July 19",Android 14,6.55,108,2,4600.0
Oppo Reno12 F 4G,Oppo,7.0,27990.0,"2024, August",Android 14,6.67,50,8,5000.0
Ulefone Armor 25T,Ulefone,7.0,30000.0,"2024, July",Android 14,6.78,64,6,6500.0
Meizu Blue 20,Meizu,6.4,0.0,"2024, July",,6.52,13,6,5010.0
Itel Color Pro,Itel,6.1,15000.0,"2024, July",Android 13,6.56,50,6,5000.0
OnePlus Nord 4,OnePlus,8.1,38000.0,"2024, August 08",Android 14,6.74,50,3,5500.0
Vivo iQOO Z9 Lite,Vivo,6.1,16500.0,"2024, July 20",Android 14,6.56,50,4,5000.0
Symphony S80,Symphony,6.1,2199.0,"2024, July",,2.8,0,0,1500.0
Vivo V40 Lite,Vivo,7.1,70000.0,"2024, July 14",Android 14,6.78,50,1,5500.0
Samsung Galaxy Z Fold6,Samsung,9.3,259999.0,"2024, July 24",Android 14,7.6,50,3,4400.0
Sharp Aquos R9,Sharp,8.1,70000.0,"2024, September",Android 14,6.5,50,3,5000.0
Vivo Y28e,Vivo,6.0,17000.0,"2024, July",Android 14,6.56,13,4,5000.0
Oukitel WP52,Oukitel,6.5,25000.0,"2024, June",Android 14,6.6,48,4,6500.0
Itel A50,Itel,5.5,6990.0,"2024, May",Android 14,6.6,8,2,5000.0
Lava Blaze X,Lava,7.4,20000.0,"2024, July 20",Android 14,6.67,64,4,5000.0
Oukitel WP39,Oukitel,7.1,35000.0,"2024, June",Android 14,6.6,64,6,11000.0
ZTE nubia Red Magic 9S Pro+,ZTE,9.1,95000.0,"2024, July 09",Android 14,6.8,50,3,5500.0
Nokia 105 (2024),Nokia,6.0,0.0,"2024, July",,2.0,0,0,1000.0
ZTE nubia Red Magic 9S Pro,ZTE,9.0,80000.0,"2024, July 09",Android 14,6.8,50,3,6500.0
Samsung Galaxy Z Flip6,Samsung,8.8,159999.0,"2024, July 24",Android 14,6.7,50,3,4000.0
Honor Magic Vs3,Honor,8.3,130000.0,"2024, July 19",Android 14,7.92,50,2,5000.0
Honor Magic V3,Honor,9.4,179999.0,"2024, July 19",Android 14,7.92,50,3,5150.0
Vivo iQOO Neo9S Pro+,Vivo,8.8,48000.0,"2024, July 16",Android 14,6.78,50,3,5500.0
Oppo A3 (China),Oppo,6.9,30000.0,"2024, July 05",Android 14,6.7,50,5,5000.0
Infinix Note 40s,Infinix,8.1,26999.0,"2024, October",Android 14,6.78,108,8,5000.0
Cubot KingKong Ace 3,Cubot,6.3,0.0,"2024, July 23",Android 14,6.58,100,8,5100.0
Cubot KingKong X,Cubot,7.5,40000.0,"2024, July 23",Android 14,6.58,100,16,10200.0
Realme C61 (India),Realme,5.8,12000.0,"2024, July 02",Android 14,6.78,32,4,5000.0
Vivo Y28 4G,Vivo,6.3,18999.0,"2024, July",Android 14,6.68,50,6,6000.0
Realme C61,Realme,6.1,14999.0,"2024, July 25",Android 14,6.74,50,6,5000.0
OnePlus Ace 3 Pro,OnePlus,8.4,55000.0,"2024, July 03",Android 14,6.78,50,3,6100.0
ZTE Voyage 3D,ZTE,5.8,25000.0,"2024, June 27",Android 13,6.58,50,6,4500.0
Samsung Galaxy A06,Samsung,5.5,12999.0,"2024, August 22",Android 14,6.7,50,4,5000.0
Oppo Reno12 F,Oppo,7.9,37990.0,"2024, July",Android 14,6.67,50,12,5000.0
TCL 50 XL Nxtpaper,TCL,7.4,30000.0,"2024, July 05",Android 14,6.78,50,6,5010.0
TCL 50 LE,TCL,5.1,10000.0,"2024, July 05",Android 14,6.6,13,4,4000.0
TCL 50 XL,TCL,7.3,20000.0,"2024, July 05",Android 14,6.78,50,6,5010.0
TCL 50 XE,TCL,6.3,15000.0,"2024, July 05",Android 14,6.56,50,4,5010.0
Realme 12 4G,Realme,7.5,24999.0,"2024, July 01",Android 14,6.67,50,8,5000.0
HMD 110,HMD,6.8,3000.0,"2024, July 05",,2.0,3,0,1000.0
HMD 105,HMD,5.3,2800.0,"2024, July 08",,2.0,0,0,1000.0
Motorola Razr+ 2024,Motorola,8.4,110000.0,"2024, July 17",Android 14,6.9,50,3,4000.0
Motorola Moto G85,Motorola,7.4,25000.0,"2024, June 25",Android 14,6.67,50,3,5000.0
Nokia 220 4G (2024),Nokia,6.9,7200.0,"2024, June 25",,2.8,0,0,1450.0
Honor Play 60 Plus,Honor,6.6,28000.0,"2024, June 28",Android 14,6.77,50,2,6000.0
Oppo A3 Pro (India),Oppo,6.1,30000.0,"2024, June 21",Android 14,6.67,50,8,5100.0
Vivo T3 Lite,Vivo,6.0,22000.0,"2024, July 04",Android 14,6.56,50,4,5000.0
Doogee V20S,Doogee,7.8,50000.0,"2024, March",Android 13,6.43,50,12,6000.0
Realme V60,Realme,5.8,25000.0,"2024, July 05",Android 14,6.67,32,6,5000.0
OnePlus Nord CE4 Lite (India),OnePlus,6.6,30000.0,"2024, June 28",Android 14,6.67,50,5,5500.0
Motorola Razr 50,Motorola,7.3,60000.0,"2024, June 25",Android 14,6.9,50,8,4200.0
Honor X7b 5G (50 MP),Honor,6.6,25000.0,"2024, June",Android 13,6.8,50,8,6000.0
Oppo Reno12 Pro,Oppo,7.9,50000.0,"2024, June 18",Android 14,6.7,50,12,5000.0
Oppo Reno12,Oppo,7.5,59990.0,"2024, June",Android 14,6.7,50,12,5000.0
Vivo Y58,Vivo,7.1,30000.0,"2024, June 20",Android 14,6.72,50,2,6000.0
Vivo Y28s,Vivo,6.0,0.0,"2024, June",Android 14,6.56,50,8,5000.0
Coolpad Cool 30 Play,Coolpad,5.9,0.0,"2024, July",Android 14,6.79,64,6,5000.0
Vivo V40,Vivo,7.8,62999.0,"2024, July 03",Android 14,6.78,50,3,5500.0
Motorola Moto E14,Motorola,5.1,14000.0,"2024, June",Android 14,6.56,13,2,5000.0
T-Mobile REVVL 7 Pro,T-Mobile,7.1,30000.0,"2024, June",Android 14,6.78,50,1,5000.0
T-Mobile REVVL 7,T-Mobile,6.5,25000.0,"2024, June",Android 14,6.58,50,1,5000.0
OnePlus Nord CE4 Lite,OnePlus,7.1,23999.0,"2024, July 02",Android 14,6.67,50,5,5110.0
Helio 40,Helio,6.0,12499.0,"2024, June",Android 14,6.67,108,6,5000.0
Motorola Moto S50 Neo,Motorola,7.8,26500.0,"2024, June 28",Android 14,6.7,50,3,5000.0
Honor X6b,Honor,5.5,10999.0,"2024, June",Android 14,6.56,50,4,5200.0
Benco S1 Plus,Benco,6.5,17499.0,"2024, May 24",Android 13,6.82,48,6,5000.0
Oukitel C50,Oukitel,5.6,20000.0,"2024, June",Android 14,6.8,50,8,5150.0
Oukitel WP50,Oukitel,6.4,15000.0,"2024, June",Android 14,6.6,48,4,6500.0
Energizer E288s,Energizer,7.0,0.0,"2024, August",KaiOS 2.X,2.8,3,0,2000.0
Cubot A10,Cubot,5.8,15000.0,"2024, June",Android 14,6.56,48,4,5100.0
Motorola Razr 50 Ultra,Motorola,7.8,82000.0,"2024, June 25",Android 14,6.9,50,3,4000.0
Benco V90 Plus,Benco,5.5,8999.0,"2024, June 12",Android 13,6.56,13,4,5000.0
Vivo Y18 (India),Vivo,5.8,15000.0,"2024, May 03",Android 14,6.56,50,4,5000.0
Tecno Spark 20P,Tecno,5.4,30000.0,"2024, June",Android 13,6.6,50,4,5000.0
Tecno Spark 20 Pro 5G,Tecno,6.9,70000.0,"2024, June 20",Android 14,6.78,108,8,5000.0
Nothing CMF Phone 1,Nothing,7.8,21000.0,"2024, July 09",Android 14,6.67,50,6,5000.0
Wiko T20,Wiko,5.5,16000.0,"2024, May",Android 13,6.56,8,1,5000.0
Energizer E246SC,Energizer,6.5,7000.0,"Exp. release 2024, December",,2.4,3,0,2000.0
Symphony L142,Symphony,6.8,1499.0,"2024, June",,2.4,0,0,2950.0
Realme Narzo N63,Realme,6.0,13000.0,"2024, June 10",Android 14,6.75,50,4,5000.0
Symphony B100,Symphony,5.3,1050.0,"2024, June",,2.0,0,0,1000.0
Doogee N55,Doogee,5.8,18000.0,"2024, June",Android 14,6.56,13,4,5150.0
Motorola Edge (2024),Motorola,7.6,65000.0,"2024, June 20",Android 14,6.6,50,2,5000.0
Realme GT6 (China),Realme,8.3,62000.0,"2024, July 9",Android 14,6.78,50,3,5800.0
Oukitel C38,Oukitel,5.8,15000.0,"2024, June",Android 13,6.6,48,8,5150.0
Oppo F27 Pro+,Oppo,7.5,45000.0,"2024, June 20",Android 14,6.7,64,8,5000.0
Xiaomi Redmi 13,Xiaomi,7.0,16999.0,"2024, June 03",Android 14,6.79,108,6,5030.0
Helio 50,Helio,6.4,13499.0,"2024, June 03",Android 14,6.72,108,6,5000.0
Oukitel C37,Oukitel,5.0,20000.0,"2024, May",Android 13,6.6,48,8,5150.0
Lava Yuva 5G,Lava,6.0,15000.0,"2024, June 06",Android 13,6.53,50,4,5000.0
Ulefone Note 18 Ultra,Ulefone,6.0,20000.0,"2024, May",Android 13,6.78,50,6,5450.0
Xiaomi 14 Civi,Xiaomi,8.1,60000.0,"2024, June 20",Android 14,6.55,50,3,4700.0
Oscal Modern 8,Oscal,5.6,18000.0,"2024, May",Android 13,6.75,50,8,6000.0
Blackview Hero 10,Blackview,6.3,50000.0,"2024, May",Android 13,6.9,108,12,4000.0
Blackview BV8100,Blackview,6.6,40000.0,"2024, May",Android 14,6.5,50,8,8800.0
Ulefone Armor 25T Pro,Ulefone,6.5,40000.0,"2024, May",Android 14,6.78,64,6,6500.0
Ulefone Armor 26 Ultra Walkie-talkie,Ulefone,8.5,80000.0,"2024, April",Android 13,6.78,200,12,15600.0
Vivo Y36t,Vivo,5.1,15000.0,"2024, May",Android 13,6.51,13,4,5000.0
Samsung Galaxy M35,Samsung,7.6,21000.0,"2024, May 24",Android 14,6.6,50,6,6000.0
Xiaomi Redmi A3x,Xiaomi,5.8,10000.0,"2024, May 24",Android 14,6.71,8,3,5000.0
Realme Narzo N65,Realme,5.8,17500.0,"2024, May 31",Android 14,6.67,50,4,5000.0
HMD Aura,HMD,5.3,15000.0,"2024, May 23",Android 13,6.56,13,1,5000.0
Oppo Reno12 Pro (China),Oppo,7.0,60000.0,"2024, May 31",Android 14,6.7,50,12,5000.0
Oppo Reno12 (China),Oppo,7.5,45000.0,"2024, May 31",Android 14,6.7,50,12,5000.0
Xiaomi Poco F6 Pro,Xiaomi,7.8,59000.0,"2024, May 23",Android 14,6.67,50,2,5000.0
Xiaomi Poco F6,Xiaomi,7.0,36500.0,"2024, May 23",Android 14,6.67,50,3,5000.0
Umidigi G6,Umidigi,6.5,30000.0,2024,Android 13,6.57,50,6,5000.0
Umidigi A15T,Umidigi,5.8,20000.0,2024,Android 13,6.7,64,8,5000.0
Umidigi Bison X20,Umidigi,6.0,20000.0,2024,Android 13,6.53,20,6,6000.0
Umidigi G5 Mecha,Umidigi,5.4,20000.0,2023,Android 13,6.6,50,8,6000.0
Infinix Note 40 5G,Infinix,6.4,30000.0,"2024, May 22",Android 14,6.78,108,12,5000.0
Walton Orbit Y12,Walton,5.5,8599.0,"2024, May 22",Android 13,6.6,8,4,5000.0
Honor Magic V Flip,Honor,9.0,85000.0,"2024, June 13",Android 14,6.8,50,1,4800.0
Vivo Y200 Pro,Vivo,6.5,40000.0,"2024, May 21",Android 14,6.78,64,5,5000.0
Vivo iQOO Neo9S Pro,Vivo,7.8,42000.0,"2024, May 20",Android 14,6.78,50,12,5160.0
Vivo Y200t,Vivo,6.0,20000.0,"2024, May 20",Android 14,6.72,50,1,6000.0
Vivo Y200 (China),Vivo,6.5,28000.0,"2024, May 24",Android 14,6.78,50,1,6000.0
Vivo Y200 GT,Vivo,7.0,30000.0,"2024, May 20",Android 14,6.78,50,3,6000.0
Xiaomi Redmi Note 13R,Xiaomi,6.9,28000.0,"2024, May",Android 14,6.79,50,2,5030.0
Samsung Galaxy F55,Samsung,7.4,30000.0,"2024, May 27",Android 14,6.7,50,1,5000.0
Walton XANON X90,Walton,7.6,29999.0,"2024, May",Android 14,6.7,64,24,5000.0
Motorola Moto X50 Ultra,Motorola,8.3,70000.0,"2024, May 26",Android 14,6.7,50,3,4500.0
Sony Xperia 1 VI,Sony,10.0,140000.0,"2024, June 03",Android 14,6.5,48,3,5000.0
Sony Xperia 10 VI,Sony,8.3,55000.0,"2024, June 13",Android 14,6.1,48,1,5000.0
Vivo S19 Pro,Vivo,8.0,63000.0,"2024, May 30",Android 14,6.78,50,8,5500.0
Vivo S19,Vivo,7.5,45000.0,"2024, May 30",Android 14,6.78,50,3,6000.0
Cubot X90,Cubot,6.8,0.0,"2024, May",Android 14,6.67,100,16,5100.0
HMD XR21,HMD,6.9,80000.0,"2024, May",Android 12,6.49,64,5,4800.0
Vivo X100 Ultra,Vivo,9.8,110000.0,"2024, May 28",Android 14,6.78,200,3,5500.0
Vivo X100s Pro,Vivo,9.4,80000.0,"2024, May 17",Android 14,6.78,50,12,5400.0
Vivo X100s,Vivo,8.6,70000.0,"2024, May 17",Android 14,6.78,64,12,5100.0
Honor 200 Pro,Honor,9.3,76999.0,"2024, May 31",Android 14,6.78,50,3,5200.0
Honor 200,Honor,8.5,52999.0,"2024, May 31",Android 14,6.7,50,3,5200.0
Meizu 21 Note,Meizu,8.8,45000.0,"2024, May 21",,6.78,50,2,5500.0
Realme GT 6T,Realme,7.0,45000.0,"2024, May 28",Android 14,6.78,50,3,5500.0
Sharp Aquos wish4,Sharp,6.1,20000.0,"2024, September",Android 14,6.6,50,6,5000.0
Realme GT Neo6,Realme,8.0,35000.0,"2024, May 09",Android 14,6.78,50,3,5500.0
Oppo A1s,Oppo,5.8,25000.0,"2024, May",Android 14,6.72,50,12,5000.0
Nokia 3210,Nokia,6.6,6500.0,"2024, May 07",,2.4,2,0,1450.0
Oppo A1i,Oppo,5.3,20000.0,"2024, May",Android 14,6.56,13,8,5000.0
ZTE Axon 60 Lite,ZTE,5.4,18000.0,"2024, May",Android 13,6.6,50,4,5000.0
ZTE Axon 60,ZTE,5.6,25000.0,"2024, May",Android 13,6.72,50,6,5000.0
Ulefone Armor 26 Ultra,Ulefone,9.0,70000.0,"2024, April",Android 13,6.78,64,12,15600.0
Symphony Innova 20,Symphony,5.6,10199.0,"2024, May 06",Android 13,6.52,52,4,5000.0
Doogee N55 Plus,Doogee,5.5,35000.0,"2024, June",Android 14,6.56,13,8,5150.0
Doogee N55 Pro,Doogee,5.6,20000.0,"2024, June",Android 14,6.56,13,6,5150.0
Vivo Y18,Vivo,5.6,15999.0,"2024, May",Android 14,6.56,50,8,5000.0
Vivo Y100 4G,Vivo,6.3,30000.0,"2024, May 03",Android 14,6.67,50,8,5000.0
Vivo Y38,Vivo,6.6,0.0,"2024, May",Android 14,6.68,50,2,6000.0
Vivo V30e,Vivo,7.0,36000.0,"2024, May 09",Android 14,6.78,50,1,5500.0
Vivo V30 SE,Vivo,6.4,30000.0,"2024, May 01",Android 14,6.67,50,2,5000.0
HTC U24 Pro,HTC,6.9,75000.0,"2024, July 01",Android 14,6.8,50,3,4600.0
Nokia 235 4G (2024),Nokia,7.4,7800.0,"2024, May",,2.8,2,0,1450.0
Nokia 215 4G (2024),Nokia,6.4,6500.0,"2024, May",,2.8,0,0,1450.0
Nokia 225 4G (2024),Nokia,6.8,7000.0,"2024, May",,2.4,3,0,1450.0
Energizer Ultimate U652S,Energizer,4.5,10000.0,"2024, July",Android 13,6.51,18,2,4000.0
Vivo Y18e,Vivo,5.0,12000.0,"2024, May",Android 14,6.56,13,4,5000.0
Realme C65 5G,Realme,6.1,15000.0,"2024, April 26",Android 14,6.67,50,4,5000.0
Infinix GT 20 Pro,Infinix,8.0,33000.0,"2024, April 26",Android 14,6.78,108,8,5000.0
Oppo A60,Oppo,5.6,22990.0,"2024, April 26",Android 14,6.67,50,4,5000.0
Xiaomi Redmi 13 5G,Xiaomi,7.5,25000.0,"2024, July 12",Android 14,6.79,108,2,5030.0
Xiaomi Poco M6 4G,Xiaomi,7.0,15000.0,"2024, June 13",Android 14,6.79,108,6,5030.0
Honor 200 Lite,Honor,6.9,30000.0,"2024, May 03",Android 14,6.7,108,8,4500.0
Polestar Phone,Polestar,8.5,0.0,"2024, April 24",,6.79,50,3,5050.0
HMD Vibe,HMD,5.6,20000.0,"2024, June 04",Android 14,6.56,13,4,4000.0
HMD Pulse+,HMD,5.4,20000.0,"2024, April 29",Android 14,6.65,50,4,5000.0
Vivo iQOO Z9 (China),Vivo,7.1,27000.0,"2024, April 29",Android 14,6.78,50,3,6000.0
Vivo iQOO Z9 Turbo,Vivo,7.5,30000.0,"2024, April 29",Android 14,6.78,50,3,6000.0
Vivo iQOO Z9x,Vivo,6.6,18000.0,"2024, April 29",Android 14,6.72,50,1,6000.0
Realme Narzo 70x,Realme,6.8,18000.0,"2024, April 24",Android 14,6.72,50,6,5000.0
Realme Narzo 70,Realme,7.0,27000.0,"2024, April 25",Android 14,6.67,50,6,5000.0
Oppo K12,Oppo,7.4,32000.0,"2024, April 29",Android 14,6.7,50,3,5500.0
HMD Pulse Pro,HMD,5.9,25000.0,"2024, April",Android 14,6.56,50,4,5000.0
Huawei Pura 70 Ultra,Huawei,10.0,140000.0,"2024, April 29",HarmonyOS 4.2,6.8,50,16,5200.0
Huawei Pura 70 Pro+,Huawei,9.5,120000.0,"2024, April 29",HarmonyOS 4.2,6.8,50,16,5050.0
Huawei Pura 70 Pro,Huawei,9.4,110000.0,"2024, April 29",HarmonyOS 4.2,6.8,50,12,5050.0
Huawei Pura 70,Huawei,8.1,83000.0,"2024, May 06",EMUI 14.2,6.6,50,12,4900.0
HMD Pulse,HMD,5.5,18000.0,"2024, April 24",Android 14,6.65,13,4,5000.0
Vivo T3x,Vivo,6.4,24000.0,"2024, April 24",Android 14,6.72,50,1,6000.0
Vivo Y200i,Vivo,5.5,25000.0,"2024, April 27",Android 14,6.72,50,2,6000.0
Motorola Edge 50 Ultra,Motorola,9.5,76000.0,"2024, May 15",Android 14,6.7,50,3,5000.0
Motorola Edge 50 Fusion,Motorola,7.6,28000.0,"2024, May 15",Android 14,6.7,50,2,5000.0
Realme P1 Pro,Realme,7.4,29000.0,"2024, April 22",Android 14,6.7,50,1,5000.0
Realme P1,Realme,7.0,26000.0,"2024, April 15",Android 14,6.67,50,6,5000.0
Oppo A3 Pro,Oppo,6.8,35000.0,"2024, April 19",Android 14,6.7,64,8,5000.0
ZTE Axon 60 Ultra,ZTE,8.9,0.0,"2024, May",Android 14,6.78,50,2,6000.0
Nokia 230 (2024),Nokia,6.9,7800.0,"2024, April 26",,2.8,2,0,1450.0
Nokia 6310 (2024),Nokia,6.3,8000.0,"2024, April 26",,2.8,2,0,1450.0
Nokia 5310 (2024),Nokia,6.8,7500.0,"2024, April 26",,2.8,2,0,1450.0
Realme GT Neo6 SE,Realme,7.8,38000.0,"2024, April 17",Android 14,6.78,50,3,5500.0
Cubot Hafury V1,Cubot,5.6,25000.0,"2024, April",Android 14,6.58,64,8,4350.0
Cubot Hafury Meet,Cubot,6.6,40000.0,"2024, April",Android 13,6.67,100,12,5100.0
Cubot KingKong AX,Cubot,6.5,30000.0,"2024, April",Android 14,6.58,100,12,5100.0
Cubot A1,Cubot,5.3,15000.0,"2024, April",Android 13,6.56,13,4,5100.0
Motorola Moto G04s,Motorola,5.3,12000.0,"2024, April 09",Android 14,6.56,50,4,5000.0
Xiaomi Redmi Turbo 3,Xiaomi,8.3,28000.0,"2024, April 10",Android 14,6.67,50,3,5000.0
Motorola Moto G64,Motorola,6.4,22000.0,"2024, April 23",Android 14,6.5,50,8,6000.0
Honor 90 Smart,Honor,6.8,30000.0,"2024, April 12",Android 13,6.8,108,4,5330.0
Realme C63,Realme,5.9,14999.0,"2024, June 05",Android 14,6.75,50,6,5000.0
Blackview BL9000 Pro,Blackview,8.5,50000.0,"2024, May",Android 14,6.78,50,12,8800.0
Oukitel WP35,Oukitel,6.9,22000.0,"2024, May",Android 14,6.6,64,8,11000.0
Itel RS4,Itel,5.8,19990.0,"2024, April",Android 13,6.56,50,8,5000.0
Honor X7b 5G,Honor,6.1,0.0,"2024, April",Android 13,6.8,100,8,6000.0
Vivo V30 Lite 4G,Vivo,6.1,28999.0,"2024, April 04",Android 14,6.67,50,8,5000.0
Tecno Pova 6 Neo,Tecno,7.3,0.0,"Exp. release 2024, April",Android 14,6.78,50,8,7000.0
Tecno Pova 6,Tecno,7.3,0.0,"2024, April",Android 14,6.78,108,8,6000.0
Motorola Edge 50 Pro,Motorola,8.0,43000.0,"2024, April 8",Android 14,6.7,50,3,4500.0
Realme 12x (India),Realme,6.4,20000.0,"2024, April 02",Android 14,6.72,50,4,5000.0
Realme C65,Realme,6.5,17999.0,"2024, April",Android 14,6.67,50,6,5000.0
OnePlus Nord CE4,OnePlus,7.5,35000.0,"2024, April 04",Android 14,6.7,50,3,5500.0
Realme GT 6,Realme,8.5,56000.0,"2024, June 25",Android 14,6.78,50,3,5500.0
Energizer Ultimate 65G,Energizer,4.9,20000.0,"2024, Q3",Android 13,6.51,13,4,4000.0
Itel S24,Itel,6.0,13990.0,"2024, April",Android 13,6.6,108,4,5000.0
Vivo V40 SE,Vivo,6.9,38000.0,"2024, April 18",Android 14,6.67,50,2,5000.0
Sharp Aquos sense8,Sharp,7.0,40000.0,"2024, January",Android 13,6.1,50,1,5000.0
Sharp Aquos R8s pro,Sharp,8.3,110000.0,"2023, December",Android 13,6.6,47,2,5000.0
Samsung Galaxy M55,Samsung,7.0,70499.0,"2024, March 28",Android 14,6.7,50,1,5000.0
Sharp Aquos R8s,Sharp,6.6,85000.0,"2023, December",Android 13,6.4,47,2,4750.0
Samsung Galaxy C55,Samsung,7.8,0.0,"2024, April 22",Android 14,6.7,50,1,5000.0
Xiaomi Poco C61,Xiaomi,5.5,10000.0,"2024, March 28",Android 14,6.71,8,4,5000.0
Lava O2,Lava,5.8,12000.0,"2024, March 27",Android 13,6.5,50,8,5000.0
Xiaomi Civi 4 Pro,Xiaomi,7.5,50000.0,"2024, March 21",Android 14,6.55,50,3,4700.0
OnePlus Ace 3V,OnePlus,6.4,42500.0,"2024, March 25",Android 14,6.74,50,3,5500.0
Vivo T3,Vivo,6.8,28000.0,"2024, March 27",Android 14,6.67,50,8,5000.0
Huawei nova 12 SE,Huawei,6.4,0.0,"2024, April 06",EMUI 14,6.67,108,4,4500.0
Huawei Nova 12S,Huawei,6.8,60000.0,"2024, April 13",EMUI 14,6.7,50,4,4500.0
