name,brand,rating,price_bdt,release_year,os,display_inches,camera_megapixel,ram_gb,battery_mah
Huawei Nova 12i,Huawei,6.8,35000.0,"2024, April 16",EMUI 14,6.7,108,4,5000.0
Realme Narzo 70 Pro,Realme,7.6,28000.0,"2024, March 19",Android 14,6.67,50,8,5000.0
Honor Magic6 RSR Porsche Design,Honor,10.0,210000.0,"2024, March 22",Android 14,6.8,180,3,5600.0
Honor Magic6 Ultimate,Honor,9.4,145000.0,"2024, March 22",Android 14,6.8,180,3,5600.0
Infinix Note 40 Pro+,Infinix,7.6,38000.0,"2024, March 19",Android 14,6.78,108,12,4600.0
Infinix Note 40 Pro 4G,Infinix,6.5,30999.0,"2024, March 19",Android 14,6.78,108,8,5000.0
Infinix Note 40 Pro,Infinix,7.1,35000.0,"2024, March 19",Android 14,6.78,108,8,5000.0
Infinix Note 40,Infinix,6.4,26999.0,"2024, March 19",Android 14,6.78,108,8,5000.0
Symphony Innova 30,Symphony,6.5,11699.0,"2024, March 18",Android 13,6.56,108,6,5000.0
Realme C51s,Realme,5.9,15000.0,"2024, March 15",Android 13,6.74,50,6,5000.0
Walton NEXG N73,Walton,5.8,13999.0,"2024, March 15",Android 13,6.8,52,8,6000.0
Ulefone Power Armor 16S,Ulefone,6.5,30000.0,"2024, March 14",Android 13,5.93,50,8,9600.0
Asus Zenfone 11 Ultra,Asus,9.4,110000.0,"2024, April 14",Android 14,6.78,50,3,5500.0
Xiaomi Poco X6 Neo,Xiaomi,7.0,18000.0,"2024, March 13",Android 14,6.67,108,8,5000.0
Vivo Y03,Vivo,5.5,11999.0,"2024, March 13",Android 14,6.56,13,4,5000.0
Realme 12x (India),Realme,6.4,20000.0,"2024, April 02",Android 14,6.72,50,4,5000.0
Motorola Moto G Power (2024),Motorola,7.3,35000.0,"2024, March 22",Android 14,6.7,50,8,5000.0
Motorola Moto G (2024),Motorola,6.5,22000.0,"2024, March 21",Android 14,6.6,50,1,5000.0
Vivo iQOO Z9,Vivo,7.0,25000.0,"2024, March 13",Android 14,6.67,50,8,5000.0
Samsung Galaxy A35,Samsung,7.5,62199.0,"2024, March 15",Android 14,6.6,50,6,5000.0
Samsung Galaxy A55,Samsung,7.9,78999.0,"2024, March 15",Android 14,6.6,50,6,5000.0
Samsung Galaxy M14 4G,Samsung,6.0,14999.0,"2024, March 07",Android 13,6.7,50,4,5000.0
Realme 12,Realme,6.8,27000.0,"2024, March",Android 14,6.72,108,6,5000.0
Nothing Phone (2a),Nothing,8.5,36000.0,"2024, March 12",Android 14,6.7,50,8,5000.0
Samsung Galaxy F15,Samsung,6.8,21000.0,"2024, March 11",Android 14,6.6,50,4,6000.0
Symphony Z70,Symphony,6.1,9499.0,"2024, March 03",Android 13,6.56,52,4,5000.0
Walton NEXG N9,Walton,6.3,17999.0,"2024, March",Android 13,6.82,50,12,5010.0
Meizu 21 Pro,Meizu,9.6,70000.0,"2024, March 02",Android,6.79,50,3,5050.0
Oppo F25 Pro,Oppo,7.1,35000.0,"2024, March 04",Android 14,6.7,64,8,5000.0
ZTE nubia Neo 2,ZTE,7.0,0.0,"2024, Q2",Android 14,6.72,50,8,6000.0
ZTE nubia Music,ZTE,5.8,20000.0,"2024, Q1-Q2",Android 14,6.6,50,4,5000.0
ZTE nubia Focus Pro,ZTE,6.8,0.0,"2024, Q1-Q2",Android 14,6.72,108,8,5000.0
ZTE nubia Focus,ZTE,6.0,25000.0,"2024, Q1-Q2",Android 14,6.6,108,8,5000.0
Lava Blaze Curve,Lava,7.4,32000.0,"2024, March 11",Android 13,6.67,64,8,5000.0
Doogee DK10,Doogee,8.0,0.0,"2024, March",Android 13,6.67,50,12,5150.0
Tecno Camon 30 Pro,Tecno,7.9,0.0,"2024, April 02",Android 14,6.78,50,12,5000.0
Tecno Camon 30 Premier,Tecno,8.8,69999.0,"2024, May",Android 14,6.77,50,12,5000.0
Tecno Camon 30 5G,Tecno,7.0,0.0,"2024, April 02",Android 14,6.78,50,7020,5000.0
Tecno Camon 30,Tecno,6.4,22999.0,"2024, April 02",Android 14,6.78,50,99,5000.0
ZTE Nubia Flip,ZTE,7.0,75000.0,"2024, April",Android 13,6.9,50,1,4310.0
Vivo V30 Lite (ME),Vivo,6.6,35000.0,"2024, February 26",Android 14,6.67,50,2,5000.0
TCL 50 5G,TCL,6.0,20000.0,"2024, April",Android 14,6.6,50,8,5010.0
TCL 503,TCL,5.5,15000.0,"2024, October",Android 14,6.6,13,3,5000.0
TCL 50 SE,TCL,5.0,22000.0,"2024, April 08",Android 14,6.78,50,4,5010.0
TCL 501,TCL,4.0,0.0,"2024, April",Android 14,6.0,5,2,3000.0
Tecno Pova 6 Pro,Tecno,6.3,0.0,"2024, April 4",Android 14,6.78,108,8,6000.0
Energizer Hard Case P28K,Energizer,6.5,30000.0,"2024, October",Android 14,6.78,60,8,28000.0
Vivo Y100t,Vivo,6.3,25000.0,"2024, February 28",Android 13,6.64,64,8,5000.0
Xiaomi 14 Ultra,Xiaomi,10.0,122000.0,"2024, February 22",Android 14,6.73,50,3,5000.0
Vivo Y200e,Vivo,5.4,26000.0,"2024, February 22",Android 14,6.67,50,2,5000.0
Huawei Enjoy 70z,Huawei,6.6,18000.0,"2024, February 22",HarmonyOS 4.0,6.75,13,710,6000.0
Vivo iQOO Neo9 Pro,Vivo,8.0,55500.0,"2024, February 22",Android 14,6.78,50,2,5160.0
Symphony BL102,Symphony,6.5,1180.0,"2024, February",,1.77,0,0,1700.0
Realme 12 Lite,Realme,5.6,40000.0,"2024, April 22",Android 14,6.72,108,6,5000.0
Xiaomi Redmi A3,Xiaomi,5.8,10999.0,"2024, February 23",Android 14,6.71,8,3,5000.0
Huawei Pocket 2,Huawei,8.0,120000.0,"Exp. release 2024, March",HarmonyOS 4.0,6.94,50,12,4520.0
Walton NEXG N72,Walton,6.0,11999.0,"2024, February 17",Android 13,6.8,52,8,5010.0
Oppo Reno11 F,Oppo,6.8,30000.0,"2024, February 08",Android 14,6.7,64,8,5000.0
TCL 505,TCL,5.8,0.0,"2024, March",Android 14,6.75,50,4,5010.0
ZTE Blade A34,ZTE,5.1,0.0,"2024, March",Android 13,6.6,8,2,5000.0
Vivo V30 Pro,Vivo,8.9,55000.0,"2024, March 07",Android 14,6.78,50,8,5000.0
Vivo V30,Vivo,7.4,59999.0,"2024, March 04",Android 14,6.78,50,3,5000.0
Ulefone Note 17 Pro,Ulefone,6.8,40000.0,"2024, January",Android 13,6.78,108,12,5050.0
Energizer U683S,Energizer,5.3,10000.0,"2024, February",Android 13,6.82,8,2,4900.0
Motorola Moto G24 Power,Motorola,6.3,12000.0,"2024, February 07",Android 14,6.56,50,4,6000.0
Infinix Smart 8 Plus,Infinix,5.1,12000.0,"2024, February",Android 13,6.6,50,4,6000.0
OnePlus Nord N30 SE,OnePlus,6.4,16999.0,"2024, January 31",Android 13,6.72,50,4,5000.0
Realme 12+,Realme,7.4,30000.0,"2024, March 02",Android 14,6.7,50,8,5000.0
Realme 12 Pro+,Realme,8.0,32000.0,"2024, January 29",Android 14,6.7,64,2,5000.0
Realme 12 Pro,Realme,7.1,36000.0,"2024, January 29",Android 14,6.7,50,1,5000.0
Itel P55T,Itel,5.4,12000.0,"2024, February",Android 14,6.6,50,4,6000.0
Huawei Nova Y72,Huawei,6.0,30000.0,"2024, February",HarmonyOS 4.0,6.75,50,8,6000.0
Itel P55+,Itel,6.5,13490.0,"2024, February 13",Android 13,6.6,50,4,5000.0
Itel P55,Itel,5.8,10990.0,"2024, February",Android 13,6.6,50,4,5000.0
Vivo Y100 (IDN),Vivo,6.6,30000.0,"2024, February 02",Android 14,6.67,50,2,5000.0
Realme Note 50,Realme,5.8,11499.0,"2024, January 23",Android 13,6.74,13,3,5000.0
Motorola Moto G24,Motorola,6.8,22000.0,"2024, February 06",Android 14,6.56,50,4,5000.0
Motorola Moto G04,Motorola,6.1,13000.0,"2024, February 07",Android 14,6.56,16,4,5000.0
OnePlus 12R,OnePlus,8.3,55000.0,"2024, February 06",Android 14,6.78,50,2,5500.0
Energizer H67G,Energizer,5.8,40000.0,"2024, February",Android 13,6.78,48,4,4900.0
Vivo G2,Vivo,6.0,20000.0,"2024, January 19",Android 13,6.56,13,4,5000.0
Xiaomi Mix Flip,Xiaomi,8.4,120000.0,"2024, July 19",Android 14,6.86,50,3,4780.0
Blackview BL9000,Blackview,7.1,0.0,"2024, January",Android 13,6.78,50,12,8800.0
Blackview BL8000,Blackview,7.5,0.0,"2024, January",Android 13,6.78,50,12,8800.0
Samsung Galaxy S24 Ultra,Samsung,10.0,219999.0,"2024, January",Android 14,6.8,200,3,5000.0
Samsung Galaxy S24+,Samsung,9.4,90000.0,"2024, January 25",Android 14,6.7,200,3,4900.0
Samsung Galaxy S24,Samsung,8.3,61000.0,"2024, January 25",Android 14,6.2,200,3,4000.0
Walton NEXG N25,Walton,5.8,14999.0,"2024, January 21",Android 13,6.6,50,8,5000.0
Motorola Moto G Play (2024),Motorola,5.1,20000.0,"2024, January 26",Android 13,6.5,50,4,5000.0
Xiaomi Redmi Note 13 Pro 4G,Xiaomi,7.8,28000.0,"2024, January 15",Android 13,6.67,200,8,5000.0
Xiaomi Redmi Note 13 4G,Xiaomi,7.5,20999.0,"2024, January 15",Android 13,6.67,108,6,5000.0
Infinix Smart 8 (India),Infinix,6.0,12000.0,"2024, January 17",Android 13,6.6,50,4,5000.0
Honor Magic V2 RSR Porsche Design,Honor,9.5,250000.0,"2024, January 12",Android 13,7.92,50,2,5000.0
Oppo Reno11 Pro,Oppo,7.1,55000.0,"2024, January 18",Android 14,6.7,50,12,4600.0
Oppo Reno11,Oppo,7.0,40000.0,"2024, January 25",Android 14,6.7,50,8,5000.0
Xiaomi Poco X6 Pro,Xiaomi,8.3,32000.0,"2024, January 12",Android 14,6.67,64,8,5000.0
Xiaomi Poco X6,Xiaomi,6.5,26000.0,"2024, January 12",Android 13,6.67,64,2,5100.0
Motorola Moto G Stylus 5G (2024),Motorola,7.3,50000.0,"2024, May 30",Android 14,6.7,50,1,5000.0
Xiaomi Poco M6 Pro,Xiaomi,7.5,38000.0,"2024, January 12",Android 13,6.67,64,8,5000.0
Honor Magic6 Pro,Honor,9.8,114999.0,"2024, January 18",Android 14,6.8,180,3,5600.0
Honor Magic6,Honor,7.4,65000.0,"2024, January 18",Android 14,6.78,50,3,5450.0
Samsung Galaxy Xcover7,Samsung,5.9,30000.0,"2024, January",Android 14,6.6,50,6,4050.0
Realme 14 Pro+,Realme,8.6,44000.0,"2025, January 09",Android 15,6.83,50,3,6000.0
Asus ROG Phone 8 Pro,Asus,9.5,125000.0,"2024, January 18",Android 14,6.78,50,3,5500.0
Asus ROG Phone 8,Asus,8.9,102000.0,"2024, January 18",Android 14,6.78,50,3,5500.0
Vivo Y28,Vivo,6.5,20000.0,"2024, January 07",Android 13,6.56,50,4,5000.0
Tecno Pop 8 (India),Tecno,5.8,10000.0,"2024, January",Android 13,6.56,12,4,5000.0
Xiaomi Redmi Note 13 (China),Xiaomi,7.0,32000.0,"2023, September 21",Android 13,6.67,100,6,5000.0
Energizer E242s+,Energizer,6.5,5000.0,"2024, January",KaiOS 2.X,2.4,2,0,2000.0
Blackview Color 8,Blackview,5.8,20000.0,"2024, January",Android 13,6.75,50,8,6000.0
ZTE Blade A54,ZTE,4.8,9999.0,"2023, November",Android 13,6.6,13,4,5000.0
Tecno Spark 20 Pro +,Tecno,7.1,26999.0,"Release 2024, February 18",Android 14,6.78,108,8,5000.0
Energizer E244s,Energizer,5.0,5000.0,"2024, February",,2.4,3,107,1400.0
Coolpad Cool 30i,Coolpad,4.8,0.0,"2023, December",Android 13,6.56,50,6,4500.0
Samsung Galaxy M15,Samsung,6.0,23999.0,"2024, April 05",Android 14,6.5,50,4,6000.0
Vivo iQOO Neo9 Pro (China),Vivo,8.1,56000.0,"2023, December 30",Android 14,6.78,50,12,5160.0
Huawei Nova 12 Lite,Huawei,6.0,40000.0,"2024, January 05",HarmonyOS 4.0,6.7,50,4,4500.0
Oukitel WP33 Pro,Oukitel,6.5,30000.0,"2024, January",Android 13,6.6,64,8,22000.0
Ulefone Armor 23 Ultra,Ulefone,7.6,110000.0,"2023, December 21",Android 13,6.78,64,12,5280.0
Blackview Wave 6C,Blackview,5.8,12000.0,"2023, December",Android 13,6.5,8,2,5100.0
Realme C67 4G,Realme,6.4,22999.0,"2023, December 19",Android 14,6.72,108,8,5000.0
Lava Storm,Lava,6.5,18000.0,"2023, December 28",Android 13,6.78,50,8,5000.0
Motorola Moto G34,Motorola,6.0,18500.0,"2023, December 29",Android 13,6.5,50,5,5000.0
Tecno Spark 20 Pro,Tecno,7.0,19999.0,"2023, December",Android 13,6.78,108,8,5000.0
Honor X8B,Honor,6.5,29999.0,"2023, December 22",Android 13,6.7,108,4,4500.0
Energizer E20+,Energizer,5.6,5000.0,"2023, December",,2.4,1,6261,1000.0
Oppo Find X7 Ultra,Oppo,8.5,135000.0,"2024, January 12",Android 14,6.82,50,3,5000.0
Lava Yuva 3 Pro,Lava,5.1,15000.0,"2023, December 14",Android 13,6.5,50,8,5000.0
Lava Yuva 3,Lava,5.3,10000.0,"2024, February 07",Android 13,6.52,13,4,5000.0
TCL 502,TCL,5.5,8000.0,"2023, December",Android 13,6.0,5,2,3000.0
Samsung Galaxy A15 5G,Samsung,7.5,25999.0,"2023, December 16",Android 14,6.5,50,4,5000.0
Vivo Y36i,Vivo,6.1,20000.0,"2024, January",Android 13,6.56,13,4,5000.0
Energizer E29,Energizer,5.6,5000.0,"2023, November",,2.8,3,6531,1700.0
Xiaomi Redmi 13R,Xiaomi,6.1,16000.0,"2023, December 08",Android 13,6.74,50,4,5000.0
Coolpad CP12s,Coolpad,5.0,0.0,"2023, November 29",Android 13,6.79,48,6,5000.0
Xiaomi Redmi 13C 5G,Xiaomi,6.0,20000.0,"2023, December 16",Android 13,6.74,50,4,5000.0
Infinix Hot 40 Pro,Infinix,6.6,18999.0,"2023, December",Android 13,6.78,108,8,5000.0
Infinix Hot 40,Infinix,5.3,15999.0,"2023, December",Android 13,6.78,50,8,5000.0
Vivo S18e,Vivo,6.9,35000.0,"2023, January 13",Android 14,6.67,50,12,4800.0
Walton NEXG N71 Plus,Walton,5.5,12999.0,"2023, December",Android 13,6.6,52,9,5050.0
Tecno Spark 20,Tecno,6.0,16999.0,"2023, December",Android 13,6.6,50,8,5000.0
Huawei Nova 12 Ultra,Huawei,8.9,75000.0,"2024, January 12",HarmonyOS 4.0,6.76,50,9000,4600.0
Realme C67,Realme,6.4,20000.0,"2023, December 16",Android 13,6.72,50,4,5000.0
ZTE Blade V50 Design 4G,ZTE,5.8,14499.0,"2023, October",Android 13,6.6,50,8,5000.0
Infinix Smart 8 Pro,Infinix,6.5,11499.0,"2024, February",Android 13,6.6,50,4,5000.0
Honor X7b,Honor,6.1,22999.0,"2023, December 01",Android 13,6.8,108,4,6000.0
Infinix Smart 8 HD,Infinix,5.5,10000.0,"2023, December 13",Android 13,6.6,13,3,5000.0
ZTE nubia Red Magic 9 Pro+,ZTE,9.1,120000.0,"2023, November 23",Android 14,6.8,50,3,5500.0
Honor 90 GT,Honor,7.5,55000.0,"2023, December 21",Android 13,6.7,50,2,5000.0
Oppo Reno11 Pro (China),Oppo,7.0,50000.0,"2023, December 01",Android 14,6.74,50,1,4700.0
Oppo Reno11 (China),Oppo,6.6,40000.0,"2023, November 25",Android 14,6.7,50,8,4800.0
Vivo V30 Lite,Vivo,6.5,60000.0,"2023, December 29",Android 13,6.67,64,5,4800.0
Realme V50s,Realme,5.8,30000.0,"2023, December 20",Android 13,6.72,13,6,5000.0
Blackview Oscal Tiger 12,Blackview,5.8,0.0,"2023, November",Android 13,6.78,64,8,5000.0
Walton Orbit Y70,Walton,5.6,8999.0,"2023, November",Android 13,6.6,8,6,5000.0
Vivo Y100i,Vivo,5.4,25000.0,"2023, December 02",Android 13,6.64,50,12,5000.0
Tecno Camon 20s Pro 5G,Tecno,7.0,25000.0,"2023, November",Android 13,6.67,64,8,5000.0
Kyocera DuraSport UW,Kyocera,6.5,80000.0,"2023, December",Android 13,6.1,48,4,4500.0
ZTE Blade V50 Vita,ZTE,5.9,25000.0,"2023, October",Android 13,6.75,50,4,5200.0
Honor X50i+,Honor,6.6,25000.0,"2023, November 10",Android 13,6.7,108,12,4500.0
Xiaomi Redmi 13C,Xiaomi,5.9,13999.0,"2023, November 10",Android 13,6.74,50,4,5000.0
Symphony FiRE30,Symphony,6.4,1699.0,"2023, November",,2.8,0,0,3850.0
Symphony L280,Symphony,6.3,1599.0,"2023, November",,2.8,0,0,2950.0
Xiaomi Redmi K70e,Xiaomi,7.5,42000.0,"2023, November 29",Android 14,6.67,64,12,5500.0
Wiko Hi Enjoy 60s,Wiko,6.4,25000.0,"2023, November 07",HarmonyOS,6.75,13,700,6000.0
Vivo Y27s,Vivo,5.9,22999.0,"2023, November 07",Android 13,6.64,50,4,5000.0
Ulefone Power Armor 18 Ultra,Ulefone,7.1,35000.0,"2023, November",Android 13,6.58,108,12,9600.0
Ulefone Power Armor 18T Ultra,Ulefone,7.6,45000.0,"2023, November",Android 13,6.58,108,12,9600.0
Blackview Shark 8,Blackview,5.0,0.0,"2023, November",Android 13,6.78,64,8,5000.0
Blackview Oscal Tiger 10,Blackview,5.8,0.0,"2023, November",Android 13,6.6,50,8,5180.0
Vivo S18 Pro,Vivo,8.0,55000.0,"2023, January 13",Android 14,6.78,50,12,5000.0
Vivo S18,Vivo,7.1,44000.0,"2023, December 22",Android 14,6.78,50,3,5000.0
Oukitel WP30 Pro,Oukitel,7.6,55000.0,"2023, November 18",Android 13,6.78,108,12,11000.0
Oukitel WP32 Pro,Oukitel,6.5,25000.0,2023,Android 13,6.52,13,8,10600.0
Oukitel WP28,Oukitel,5.0,25000.0,"2023, July",Android 13,6.52,48,8,10600.0
Oukitel WP27,Oukitel,6.8,35000.0,"2023, September",Android 13,6.8,64,12,8500.0
Oukitel WP26,Oukitel,7.0,35000.0,"2023, June",Android 13,6.58,48,16,10000.0
Oukitel WP23,Oukitel,5.0,20000.0,"2023, April",Android 13,6.52,13,4,10600.0
Oukitel WP21 Ultra,Oukitel,7.6,55000.0,"2023, March",Android 13,6.78,64,12,9800.0
Oukitel WP22,Oukitel,5.0,35000.0,"2023, March",Android 13,6.58,48,8,10000.0
Oukitel K16,Oukitel,5.6,30000.0,"2023, March",Android 13,3.5,48,8,3050.0
Oukitel C35,Oukitel,6.0,25000.0,"2023, August",Android 13,6.56,50,12,5150.0
Oukitel C33,Oukitel,5.6,22000.0,"2023, May",Android 13,6.8,50,8,5150.0
Oukitel C32,Oukitel,6.0,20000.0,"2023, January",Android 12,6.52,20,8,5150.0
Oukitel C36,Oukitel,5.8,10000.0,"2023, September",Android 13,6.56,13,4,5150.0
Oukitel WP32,Oukitel,6.0,25000.0,"2023, November 01",Android 13,5.93,20,4,6300.0
Tecno Pop 8,Tecno,6.0,14000.0,"2023, November",Android 13,6.6,13,3,5000.0
Itel A70,Itel,5.8,8990.0,"2023, November",Android 13,6.6,13,3,5000.0
Honor Magic6 Lite,Honor,7.4,0.0,"2023, December 27",Android 13,6.78,108,1,5800.0
Doogee N50 Pro,Doogee,5.9,16000.0,"2023, November",Android 13,6.52,50,8,4200.0
Doogee Smini,Doogee,6.3,25000.0,"2023, November 11",Android 13,4.5,50,8,3000.0
Walton NEXG N8,Walton,6.4,15499.0,"2023, November",Android 13,6.8,50,12,5000.0
Lava Blaze 2 5G,Lava,7.0,15000.0,"2023, November 09",Android 13,6.56,50,4,5000.0
Cubot KingKong 8,Cubot,6.5,25000.0,"2023, October 23",Android 13,6.53,48,12,10600.0
Vivo T2,Vivo,6.3,35000.0,"2023, October 23",Android 13,6.62,64,8,4600.0
Oppo A79,Oppo,7.3,35000.0,"2023, October 28",Android 13,6.72,50,8,5000.0
Vivo Y100 (China),Vivo,7.3,25000.0,"2023, October 27",Android 13,6.78,64,5,5000.0
Doogee V30 Pro,Doogee,7.9,30000.0,"2023, November 01",Android 13,6.58,200,12,10800.0
Vivo V29e,Vivo,6.9,36999.0,"2023, October 23",Android 13,6.67,64,5,4800.0
Oppo Find X7,Oppo,8.3,65000.0,"2024, January 12",Android 14,6.78,64,12,5000.0
Oppo A59 5G,Oppo,6.5,22000.0,"2023, December 25",Android 13,6.56,13,4,5000.0
ZTE nubia Z60 Ultra,ZTE,9.0,87000.0,"2023, December 29",Android 14,6.8,64,3,6000.0
Meizu 20 Classic,Meizu,8.4,50000.0,"2023, October 31",Android 13,6.55,50,2,4700.0
Infinix Hot 40i,Infinix,5.3,13999.0,"2023, December",Android 13,6.56,50,4,5000.0
Vivo Y200,Vivo,6.9,29000.0,"2023, October",Android 13,6.67,64,1,4800.0
Cubot Note 40,Cubot,5.6,12000.0,"2023, October 16",Android 13,6.56,50,6,5200.0
Tecno Spark Go 2024,Tecno,5.5,9999.0,"2023, December",Android 13,6.6,13,3,5000.0
Vivo Y27 5G,Vivo,6.0,0.0,"2023, July",Android 13,6.64,50,4,5000.0
OnePlus Open,OnePlus,8.9,130000.0,"2023, October 26",Android 13,7.82,64,2,4805.0
Infinix Zero 30 4G,Infinix,6.4,25000.0,"2023, October 26",Android 13,6.78,108,8,5000.0
Lava O1,Lava,6.1,14000.0,"2023, October",Android 13,6.5,13,4,5000.0
Vivo Y78t,Vivo,7.3,25000.0,"2023, October 24",Android 13,6.64,50,1,6000.0
Xiaomi Poco C65,Xiaomi,6.4,14000.0,"2023, November 06",Android 13,6.74,50,4,5000.0
Honor Play 50 Plus,Honor,6.0,25000.0,"2023, October 10",Android 13,6.8,50,8,6000.0
Honor X9B,Honor,7.5,39999.0,"2023, October",Android 13,6.78,108,1,5800.0
ZTE Blade V50 Design,ZTE,6.4,25000.0,"2023, August",Android 13,6.6,50,4,4800.0
Nokia XR21 Limited Edition,Nokia,7.3,80000.0,"2023, October",Android 12,6.49,64,5,4800.0
Huawei Nova 11 SE,Huawei,7.1,35000.0,"2023, November 03",HarmonyOS 4.0,6.67,108,4,4500.0
Sharp Aquos V7 Plus,Sharp,5.9,25000.0,"2023, July",Android 13,6.74,50,4,5010.0
Sharp Aquos R7s,Sharp,8.0,120000.0,"2023, July",Android 13,6.6,47,1,5000.0
Vivo Y200 (India),Vivo,7.0,30000.0,"2023, October 23",Android 13,6.67,64,1,4800.0
Tecno Spark 20C,Tecno,5.8,11999.0,"2023, December",Android 13,6.6,50,4,5000.0
BLU Bold N3,BLU,6.5,30000.0,"2023, August",Android 13,6.78,50,8,4700.0
Ulefone Armor X12,Ulefone,5.8,18000.0,"2023, September",Android 13,5.45,13,3,4860.0
Itel Power 55,Itel,5.9,15000.0,"2023, October 05",Android 13,6.6,50,4,5000.0
Ulefone Armor 24,Ulefone,6.8,0.0,"2023, September",Android 13,6.78,64,12,22000.0
Blackview BV6200 Pro,Blackview,6.3,0.0,"2023, July",Android 13,6.56,13,4,13000.0
Blackview Oscal S70 Pro,Blackview,6.0,0.0,"2023, August",Android 12,6.1,13,4,6580.0
Blackview A96,Blackview,6.0,20000.0,"2023, September",Android 13,6.5,48,8,4380.0
Xiaomi Redmi Note 13R Pro,Xiaomi,8.1,35000.0,"2023, November 20",Android 13,6.67,108,12,5000.0
Huawei Mate 60 RS Ultimate,Huawei,8.9,180000.0,"2023, September 28",HarmonyOS 4.0,6.82,50,16,5000.0
Walton NEXG N6 LITE,Walton,6.5,12999.0,"2023, September",Android 12,6.6,52,8,5000.0
Lava Blaze Pro 5G,Lava,7.5,19500.0,"2023, October 03",Android 13,6.78,50,8,5000.0
NIO Phone,NIO,8.8,100000.0,"2023, September 21",,6.81,50,2,5200.0
Symphony ATOM 4,Symphony,5.6,8699.0,"2022, September",Android 13,6.56,8,3,5000.0
Xiaomi Redmi Note 13 Pro,Xiaomi,8.5,27000.0,"2023, September 21",Android 13,6.67,200,2,5100.0
